round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.49421,0.48572,0.4949,0.39783,0.49421,0.49421,0.49421
2,0.47164,0.47162,0.47168,0.47138,0.47164,0.47164,0.47164
3,0.46971,0.46905,0.4696,0.46729,0.46971,0.46971,0.46971
4,0.47293,0.47278,0.47301,0.47186,0.47293,0.47293,0.47293
5,0.47107,0.47105,0.47111,0.47084,0.47107,0.47107,0.47107
6,0.47164,0.47165,0.47166,0.47158,0.47164,0.47164,0.47164
7,0.47221,0.47222,0.47224,0.47213,0.47221,0.47221,0.47221
8,0.46979,0.46968,0.46975,0.46948,0.46979,0.46979,0.46979
9,0.47671,0.47303,0.47704,0.45669,0.47671,0.47671,0.47671
10,0.47979,0.47837,0.48002,0.4698,0.47979,0.47979,0.47979
11,0.48771,0.48737,0.48789,0.48251,0.48771,0.48771,0.48771
12,0.51357,0.52168,0.51408,0.46716,0.51357,0.51357,0.51357
13,0.50229,0.50221,0.50215,0.49911,0.50229,0.50229,0.50229
14,0.51271,0.51272,0.51265,0.51197,0.51271,0.51271,0.51271
15,0.5195,0.52089,0.51926,0.50984,0.5195,0.5195,0.5195
16,0.55121,0.61184,0.55184,0.48208,0.55121,0.55121,0.55121
17,0.57114,0.57116,0.57115,0.57113,0.57114,0.57114,0.57114
18,0.5955,0.5991,0.59566,0.59202,0.5955,0.5955,0.5955
19,0.58743,0.63378,0.58793,0.54901,0.58743,0.58743,0.58743
20,0.57707,0.58363,0.57683,0.56818,0.57707,0.57707,0.57707
21,0.60507,0.60984,0.60525,0.60097,0.60507,0.60507,0.60507
22,0.57521,0.58995,0.57486,0.55646,0.57521,0.57521,0.57521
23,0.52793,0.578,0.52724,0.43573,0.52793,0.52793,0.52793
24,0.59457,0.60466,0.5943,0.58417,0.59457,0.59457,0.59457
25,0.62743,0.62988,0.62754,0.62579,0.62743,0.62743,0.62743
26,0.62793,0.62926,0.62784,0.62687,0.62793,0.62793,0.62793
27,0.61671,0.62342,0.61651,0.6112,0.61671,0.61671,0.61671
28,0.57643,0.67428,0.57707,0.50816,0.57643,0.57643,0.57643
29,0.63429,0.64973,0.63456,0.62489,0.63429,0.63429,0.63429
30,0.64043,0.64044,0.64044,0.64043,0.64043,0.64043,0.64043
31,0.64729,0.64904,0.64738,0.64633,0.64729,0.64729,0.64729
32,0.65321,0.65598,0.65333,0.65177,0.65321,0.65321,0.65321
33,0.63871,0.68065,0.63913,0.61685,0.63871,0.63871,0.63871
34,0.65121,0.68801,0.65159,0.63361,0.65121,0.65121,0.65121
35,0.60114,0.69582,0.60174,0.547,0.60114,0.60114,0.60114
36,0.67443,0.68983,0.67467,0.66788,0.67443,0.67443,0.67443
37,0.66271,0.66287,0.66274,0.66265,0.66271,0.66271,0.66271
38,0.68214,0.68816,0.68229,0.67969,0.68214,0.68214,0.68214
39,0.67714,0.68054,0.67726,0.67571,0.67714,0.67714,0.67714
40,0.61293,0.65106,0.6125,0.58635,0.61293,0.61293,0.61293
41,0.65814,0.66035,0.65804,0.65687,0.65814,0.65814,0.65814
42,0.61514,0.70139,0.6157,0.5696,0.61514,0.61514,0.61514
43,0.68336,0.70423,0.68363,0.67526,0.68336,0.68336,0.68336
44,0.617,0.66241,0.61654,0.5877,0.617,0.617,0.617
45,0.68814,0.70265,0.68837,0.68262,0.68814,0.68814,0.68814
46,0.69107,0.70393,0.69129,0.68628,0.69107,0.69107,0.69107
47,0.68664,0.68938,0.68654,0.68543,0.68664,0.68664,0.68664
48,0.68471,0.71237,0.68502,0.67433,0.68471,0.68471,0.68471
49,0.7025,0.70408,0.70257,0.70197,0.7025,0.7025,0.7025
50,0.69443,0.71007,0.69466,0.68879,0.69443,0.69443,0.69443
