round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.37719,0.1886,0.5,0.27389,0.37719,0.37719,0.37719
2,0.62281,0.3114,0.5,0.38378,0.62281,0.62281,0.62281
3,0.86842,0.91279,0.82558,0.8466,0.86842,0.86842,0.86842
4,0.89474,0.92771,0.86047,0.87996,0.89474,0.89474,0.89474
5,0.92982,0.92917,0.92073,0.9246,0.92982,0.92982,0.92982
6,0.53509,0.72396,0.62676,0.5116,0.53509,0.53509,0.53509
7,0.87719,0.91765,0.83721,0.85791,0.87719,0.87719,0.87719
8,0.9386,0.94122,0.92778,0.93369,0.9386,0.9386,0.9386
9,0.9386,0.94737,0.92319,0.93298,0.9386,0.9386,0.9386
10,0.78947,0.8209,0.83099,0.78921,0.78947,0.78947,0.78947
11,0.9386,0.94122,0.92778,0.93369,0.9386,0.9386,0.9386
12,0.91228,0.93827,0.88372,0.90132,0.91228,0.91228,0.91228
13,0.92105,0.91461,0.91828,0.91636,0.92105,0.92105,0.92105
14,0.9386,0.94122,0.92778,0.93369,0.9386,0.9386,0.9386
15,0.91228,0.90314,0.91582,0.90821,0.91228,0.91228,0.91228
16,0.9386,0.94122,0.92778,0.93369,0.9386,0.9386,0.9386
17,0.94737,0.94821,0.9394,0.94345,0.94737,0.94737,0.94737
18,0.91228,0.90435,0.91123,0.90747,0.91228,0.91228,0.91228
19,0.94737,0.95385,0.93482,0.94287,0.94737,0.94737,0.94737
20,0.9386,0.93651,0.93236,0.93435,0.9386,0.9386,0.9386
21,0.9386,0.94122,0.92778,0.93369,0.9386,0.9386,0.9386
22,0.9386,0.94122,0.92778,0.93369,0.9386,0.9386,0.9386
23,0.94737,0.94821,0.9394,0.94345,0.94737,0.94737,0.94737
24,0.94737,0.94399,0.94399,0.94399,0.94737,0.94737,0.94737
25,0.94737,0.94399,0.94399,0.94399,0.94737,0.94737,0.94737
26,0.9386,0.94122,0.92778,0.93369,0.9386,0.9386,0.9386
27,0.94737,0.94106,0.94858,0.94448,0.94737,0.94737,0.94737
28,0.94737,0.94821,0.9394,0.94345,0.94737,0.94737,0.94737
29,0.94737,0.94821,0.9394,0.94345,0.94737,0.94737,0.94737
30,0.94737,0.94106,0.94858,0.94448,0.94737,0.94737,0.94737
31,0.94737,0.95385,0.93482,0.94287,0.94737,0.94737,0.94737
32,0.95614,0.95536,0.95103,0.95311,0.95614,0.95614,0.95614
33,0.9386,0.93312,0.93695,0.93495,0.9386,0.9386,0.9386
34,0.94737,0.94821,0.9394,0.94345,0.94737,0.94737,0.94737
35,0.95614,0.96047,0.94645,0.95264,0.95614,0.95614,0.95614
36,0.95614,0.95536,0.95103,0.95311,0.95614,0.95614,0.95614
37,0.94737,0.94399,0.94399,0.94399,0.94737,0.94737,0.94737
38,0.95614,0.95536,0.95103,0.95311,0.95614,0.95614,0.95614
39,0.94737,0.93935,0.95316,0.94493,0.94737,0.94737,0.94737
40,0.95614,0.94792,0.96479,0.95428,0.95614,0.95614,0.95614
41,0.96491,0.96726,0.95807,0.9623,0.96491,0.96491,0.96491
42,0.96491,0.96726,0.95807,0.9623,0.96491,0.96491,0.96491
43,0.94737,0.93935,0.95316,0.94493,0.94737,0.94737,0.94737
44,0.96491,0.97333,0.95349,0.96191,0.96491,0.96491,0.96491
45,0.95614,0.96047,0.94645,0.95264,0.95614,0.95614,0.95614
46,0.94737,0.94399,0.94399,0.94399,0.94737,0.94737,0.94737
47,0.96491,0.95942,0.96725,0.96299,0.96491,0.96491,0.96491
48,0.92982,0.94937,0.90698,0.92205,0.92982,0.92982,0.92982
49,0.9386,0.95513,0.9186,0.93221,0.9386,0.9386,0.9386
50,0.94737,0.93935,0.95316,0.94493,0.94737,0.94737,0.94737
