round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.50064,0.35038,0.49979,0.33375,0.50064,0.50064,0.50064
2,0.50107,0.62741,0.50192,0.33884,0.50107,0.50107,0.50107
3,0.50186,0.51565,0.50103,0.34935,0.50186,0.50186,0.50186
4,0.50907,0.51787,0.50965,0.44566,0.50907,0.50907,0.50907
5,0.50407,0.50477,0.50433,0.4926,0.50407,0.50407,0.50407
6,0.51364,0.5297,0.51426,0.44139,0.51364,0.51364,0.51364
7,0.50093,0.50483,0.50008,0.3374,0.50093,0.50093,0.50093
8,0.50914,0.51925,0.5085,0.42911,0.50914,0.50914,0.50914
9,0.52457,0.57886,0.52528,0.42778,0.52457,0.52457,0.52457
10,0.5095,0.68076,0.51033,0.35893,0.5095,0.5095,0.5095
11,0.52079,0.52141,0.52092,0.51805,0.52079,0.52079,0.52079
12,0.52314,0.55912,0.52381,0.43987,0.52314,0.52314,0.52314
13,0.52743,0.59721,0.52815,0.42588,0.52743,0.52743,0.52743
14,0.52271,0.52571,0.52241,0.50671,0.52271,0.52271,0.52271
15,0.531,0.54194,0.53143,0.49989,0.531,0.531,0.531
16,0.51079,0.67593,0.51161,0.36245,0.51079,0.51079,0.51079
17,0.50943,0.68399,0.51026,0.35854,0.50943,0.50943,0.50943
18,0.5045,0.67294,0.50534,0.3468,0.5045,0.5045,0.5045
19,0.50107,0.63241,0.50192,0.33871,0.50107,0.50107,0.50107
20,0.502,0.66158,0.50285,0.34062,0.502,0.502,0.502
21,0.50914,0.68251,0.50998,0.35794,0.50914,0.50914,0.50914
22,0.509,0.68557,0.50983,0.3574,0.509,0.509,0.509
23,0.50914,0.68251,0.50998,0.35794,0.50914,0.50914,0.50914
24,0.50914,0.68439,0.50998,0.35782,0.50914,0.50914,0.50914
25,0.51007,0.67861,0.5109,0.36048,0.51007,0.51007,0.51007
26,0.50914,0.68251,0.50998,0.35794,0.50914,0.50914,0.50914
27,0.56171,0.58481,0.56216,0.53057,0.56171,0.56171,0.56171
28,0.56514,0.56938,0.56535,0.55882,0.56514,0.56514,0.56514
29,0.50914,0.67887,0.50998,0.35817,0.50914,0.50914,0.50914
30,0.50007,0.42972,0.49922,0.33513,0.50007,0.50007,0.50007
31,0.50914,0.6771,0.50998,0.35828,0.50914,0.50914,0.50914
32,0.5745,0.5908,0.57486,0.55513,0.5745,0.5745,0.5745
33,0.50943,0.6736,0.51026,0.35924,0.50943,0.50943,0.50943
34,0.50914,0.68251,0.50998,0.35794,0.50914,0.50914,0.50914
35,0.51836,0.67738,0.51917,0.38078,0.51836,0.51836,0.51836
36,0.50021,0.43946,0.49936,0.3352,0.50021,0.50021,0.50021
37,0.52929,0.68038,0.53007,0.406,0.52929,0.52929,0.52929
38,0.5095,0.67902,0.51033,0.35904,0.5095,0.5095,0.5095
39,0.50021,0.43946,0.49936,0.3352,0.50021,0.50021,0.50021
40,0.50914,0.68251,0.50998,0.35794,0.50914,0.50914,0.50914
41,0.58029,0.66353,0.5809,0.51993,0.58029,0.58029,0.58029
42,0.50079,0.25041,0.49993,0.33368,0.50079,0.50079,0.50079
43,0.51307,0.6766,0.51389,0.36803,0.51307,0.51307,0.51307
44,0.61579,0.62072,0.61596,0.61202,0.61579,0.61579,0.61579
45,0.50943,0.67865,0.51026,0.35889,0.50943,0.50943,0.50943
46,0.5285,0.67762,0.52928,0.40467,0.5285,0.5285,0.5285
47,0.50007,0.42972,0.49922,0.33513,0.50007,0.50007,0.50007
48,0.50986,0.6759,0.51069,0.36014,0.50986,0.50986,0.50986
49,0.50993,0.67627,0.51076,0.36029,0.50993,0.50993,0.50993
50,0.5605,0.68777,0.5612,0.47188,0.5605,0.5605,0.5605
