round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.50893,0.67951,0.50976,0.3576,0.50893,0.50893,0.50893
2,0.46307,0.46212,0.46322,0.45922,0.46307,0.46307,0.46307
3,0.46114,0.46102,0.4611,0.46084,0.46114,0.46114,0.46114
4,0.467,0.46364,0.46727,0.4535,0.467,0.467,0.467
5,0.45743,0.45713,0.45751,0.45629,0.45743,0.45743,0.45743
6,0.45571,0.45546,0.45566,0.45507,0.45571,0.45571,0.45571
7,0.45771,0.45569,0.45791,0.45097,0.45771,0.45771,0.45771
8,0.45521,0.45518,0.4552,0.45514,0.45521,0.45521,0.45521
9,0.45529,0.4536,0.45546,0.44988,0.45529,0.45529,0.45529
10,0.4535,0.45275,0.4534,0.45157,0.4535,0.4535,0.4535
11,0.45857,0.45857,0.45857,0.45857,0.45857,0.45857,0.45857
12,0.45993,0.45967,0.46001,0.45883,0.45993,0.45993,0.45993
13,0.45957,0.459,0.45948,0.45794,0.45957,0.45957,0.45957
14,0.45707,0.45703,0.45705,0.45698,0.45707,0.45707,0.45707
15,0.45621,0.45603,0.45628,0.45548,0.45621,0.45621,0.45621
16,0.45936,0.45892,0.45945,0.45765,0.45936,0.45936,0.45936
17,0.4705,0.46372,0.47088,0.44326,0.4705,0.4705,0.4705
18,0.46107,0.46106,0.4611,0.46097,0.46107,0.46107,0.46107
19,0.46393,0.46226,0.46412,0.45735,0.46393,0.46393,0.46393
20,0.45914,0.45872,0.45924,0.45748,0.45914,0.45914,0.45914
21,0.45993,0.45795,0.46012,0.45295,0.45993,0.45993,0.45993
22,0.46093,0.46081,0.46099,0.46034,0.46093,0.46093,0.46093
23,0.46129,0.4609,0.46138,0.45969,0.46129,0.46129,0.46129
24,0.45914,0.45664,0.45936,0.45066,0.45914,0.45914,0.45914
25,0.45836,0.45804,0.45844,0.4571,0.45836,0.45836,0.45836
26,0.46086,0.45902,0.46105,0.45422,0.46086,0.46086,0.46086
27,0.4555,0.45526,0.45557,0.45457,0.4555,0.4555,0.4555
28,0.455,0.45458,0.45509,0.45351,0.455,0.455,0.455
29,0.45686,0.45522,0.45703,0.45142,0.45686,0.45686,0.45686
30,0.46236,0.45428,0.46273,0.43654,0.46236,0.46236,0.46236
31,0.45271,0.45083,0.45255,0.44779,0.45271,0.45271,0.45271
32,0.45836,0.45509,0.4586,0.4477,0.45836,0.45836,0.45836
33,0.45729,0.45641,0.45742,0.45422,0.45729,0.45729,0.45729
34,0.47114,0.46545,0.4715,0.44712,0.47114,0.47114,0.47114
35,0.46493,0.46424,0.46482,0.46269,0.46493,0.46493,0.46493
36,0.47221,0.4721,0.47228,0.47137,0.47221,0.47221,0.47221
37,0.47364,0.47249,0.47348,0.46877,0.47364,0.47364,0.47364
38,0.47864,0.4786,0.4787,0.47801,0.47864,0.47864,0.47864
39,0.49757,0.49666,0.49814,0.43521,0.49757,0.49757,0.49757
40,0.47221,0.47108,0.47206,0.46762,0.47221,0.47221,0.47221
41,0.47393,0.46459,0.4735,0.43836,0.47393,0.47393,0.47393
42,0.47729,0.4743,0.47759,0.46015,0.47729,0.47729,0.47729
43,0.47179,0.46977,0.47202,0.46188,0.47179,0.47179,0.47179
44,0.47686,0.46966,0.47729,0.44202,0.47686,0.47686,0.47686
45,0.46264,0.46221,0.46274,0.46081,0.46264,0.46264,0.46264
46,0.46014,0.46012,0.46018,0.45997,0.46014,0.46014,0.46014
47,0.46693,0.46394,0.46719,0.45481,0.46693,0.46693,0.46693
48,0.46021,0.45573,0.45995,0.44689,0.46021,0.46021,0.46021
49,0.44964,0.44952,0.44969,0.4492,0.44964,0.44964,0.44964
50,0.45964,0.45963,0.45963,0.45962,0.45964,0.45964,0.45964
