round,client,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,spd_age,eod_age,spd_gender,eod_gender,p_pred_pos_age_priv,p_pred_pos_age_unpriv,tpr_age_priv,tpr_age_unpriv,p_pred_pos_gender_priv,p_pred_pos_gender_unpriv,tpr_gender_priv,tpr_gender_unpriv
31,6,0.67907,0.69144,0.67885,0.67363,0.67907,0.67907,0.67907,0.33277,0.16757,0.16184,0.1344,0.39628,0.72904,0.67683,0.8444,0.52269,0.68452,0.71951,0.85391
31,7,0.63407,0.69898,0.63456,0.60206,0.63407,0.63407,0.63407,0.11403,0.06959,0.08649,0.13437,0.13602,0.25005,0.29587,0.36546,0.1591,0.24559,0.2626,0.39697
31,8,0.69036,0.70749,0.6906,0.684,0.69036,0.69036,0.69036,0.19546,0.11015,0.11482,0.14914,0.22112,0.41658,0.46222,0.57237,0.28249,0.39731,0.45081,0.59996
31,9,0.69229,0.70869,0.69252,0.68629,0.69229,0.69229,0.69229,0.19811,0.11223,0.1142,0.14747,0.22277,0.42089,0.46603,0.57826,0.28639,0.40059,0.45732,0.60479
32,0,0.62907,0.68441,0.6286,0.5985,0.62907,0.62907,0.62907,0.34087,0.14898,0.12763,0.08359,0.53748,0.87836,0.78794,0.93691,0.69185,0.81948,0.84919,0.93278
32,1,0.50929,0.68898,0.51012,0.35789,0.50929,0.50929,0.50929,0.00662,0.00433,-0.00154,-0.00173,0.00896,0.01558,0.02032,0.02465,0.01458,0.01304,0.0248,0.02307
32,2,0.69536,0.70847,0.69557,0.69064,0.69536,0.69536,0.69536,0.21459,0.13031,0.12145,0.15552,0.22607,0.44066,0.46984,0.60015,0.29645,0.4179,0.46992,0.62544
32,3,0.50321,0.59585,0.50237,0.34229,0.50321,0.50321,0.50321,0.01205,0.00077,0.00338,0.00096,0.98538,0.99744,0.99556,0.99632,0.99158,0.99496,0.99553,0.99649
32,4,0.53021,0.68435,0.52943,0.40467,0.53021,0.53021,0.53021,0.10361,0.02922,0.02461,0.01242,0.88614,0.98975,0.96508,0.9943,0.94231,0.96692,0.97967,0.99209
32,5,0.70157,0.70523,0.70168,0.70031,0.70157,0.70157,0.70157,0.24867,0.14093,0.12984,0.14755,0.26096,0.50963,0.52635,0.66728,0.34962,0.47946,0.53984,0.68739
32,6,0.51407,0.68049,0.51489,0.37011,0.51407,0.51407,0.51407,0.00926,0.00623,0.00178,0.00339,0.01462,0.02388,0.03111,0.03734,0.01991,0.02169,0.03374,0.03713
32,7,0.63307,0.68603,0.63261,0.6045,0.63307,0.63307,0.63307,0.36682,0.16786,0.13053,0.08627,0.51226,0.87907,0.77016,0.93802,0.68282,0.81334,0.84431,0.93058
32,8,0.64543,0.70018,0.64588,0.61981,0.64543,0.64543,0.64543,0.12895,0.08163,0.09633,0.14627,0.14969,0.27864,0.3219,0.40353,0.17676,0.27309,0.29024,0.43651
32,9,0.50479,0.61894,0.50394,0.3462,0.50479,0.50479,0.50479,0.01845,0.00331,0.00544,0.00196,0.97878,0.99723,0.99302,0.99632,0.98809,0.99354,0.99431,0.99627
33,0,0.52479,0.67861,0.52399,0.39291,0.52479,0.52479,0.52479,0.08707,0.02615,0.01844,0.00835,0.90453,0.9916,0.96889,0.99503,0.95319,0.97163,0.98374,0.99209
33,1,0.53886,0.68925,0.53809,0.42325,0.53886,0.53886,0.53886,0.12635,0.03455,0.02901,0.01554,0.85879,0.98514,0.9581,0.99264,0.92794,0.95695,0.9748,0.99033
33,2,0.5425,0.69024,0.54325,0.4335,0.5425,0.5425,0.5425,0.02457,0.00597,0.02509,0.04512,0.04338,0.06794,0.09905,0.10502,0.04414,0.06923,0.07439,0.11951
33,3,0.5315,0.68573,0.53072,0.40738,0.5315,0.5315,0.5315,0.10812,0.02967,0.0244,0.01198,0.88142,0.98955,0.96444,0.99411,0.94087,0.96528,0.97967,0.99165
33,4,0.70386,0.70414,0.70389,0.70378,0.70386,0.70386,0.70386,0.28379,0.16264,0.14187,0.14767,0.28477,0.56856,0.56,0.72264,0.39006,0.53193,0.59024,0.73792
33,5,0.51086,0.68396,0.51169,0.36202,0.51086,0.51086,0.51086,0.01132,0.01212,0.00083,0.00214,0.00825,0.01957,0.01841,0.03053,0.0156,0.01643,0.02642,0.02856
33,6,0.51929,0.67754,0.52009,0.38299,0.51929,0.51929,0.51929,0.01306,0.00613,0.00786,0.01442,0.02004,0.0331,0.04444,0.05058,0.02402,0.03188,0.03984,0.05426
33,7,0.70157,0.70515,0.70168,0.70034,0.70157,0.70157,0.70157,0.26086,0.15659,0.13377,0.15303,0.25318,0.51404,0.51492,0.67151,0.34777,0.48154,0.53699,0.69003
33,8,0.52329,0.67756,0.52408,0.39249,0.52329,0.52329,0.52329,0.01153,0.00018,0.00919,0.01728,0.02711,0.03863,0.05905,0.05922,0.02915,0.03834,0.04797,0.06525
33,9,0.59121,0.69097,0.59059,0.52903,0.59121,0.59121,0.59121,0.28773,0.11208,0.07658,0.04084,0.66195,0.94968,0.86603,0.97811,0.81256,0.88914,0.92642,0.96727
34,0,0.56593,0.68956,0.56523,0.48036,0.56593,0.56593,0.56593,0.21433,0.06864,0.05286,0.02838,0.75554,0.96987,0.91683,0.98547,0.87046,0.92332,0.95163,0.98001
34,1,0.54336,0.689,0.54411,0.43561,0.54336,0.54336,0.54336,0.02568,0.00765,0.02615,0.04594,0.04432,0.06999,0.10032,0.10796,0.04517,0.07131,0.07642,0.12236
34,2,0.68357,0.70735,0.68386,0.67445,0.68357,0.68357,0.68357,0.20162,0.13882,0.11705,0.16064,0.19118,0.39281,0.40762,0.54644,0.25539,0.37244,0.41098,0.57162
34,3,0.51593,0.6722,0.51674,0.37549,0.51593,0.51593,0.51593,0.01378,0.01113,0.00864,0.01593,0.01532,0.0291,0.03302,0.04414,0.0193,0.02793,0.0313,0.04723
34,4,0.56371,0.69207,0.56301,0.47519,0.56371,0.56371,0.56371,0.21498,0.06968,0.05066,0.02567,0.76002,0.97499,0.91873,0.98841,0.87682,0.92748,0.9561,0.98177
34,5,0.70379,0.70592,0.70387,0.70307,0.70379,0.70379,0.70379,0.27166,0.16329,0.13925,0.15582,0.26073,0.53238,0.52698,0.69027,0.35927,0.49852,0.55244,0.70826
34,6,0.62207,0.68711,0.62156,0.58557,0.62207,0.62207,0.62207,0.35693,0.15372,0.11711,0.07108,0.54715,0.90408,0.7981,0.95181,0.71956,0.83667,0.87114,0.94222
34,7,0.57329,0.6927,0.57261,0.49413,0.57329,0.57329,0.57329,0.24094,0.08052,0.05987,0.03213,0.72678,0.96772,0.90476,0.98529,0.85568,0.91554,0.94634,0.97847
34,8,0.60614,0.68769,0.60558,0.55749,0.60614,0.60614,0.60614,0.33209,0.13705,0.09867,0.055,0.59925,0.93134,0.82984,0.96689,0.76637,0.86505,0.90041,0.9554
34,9,0.69743,0.70835,0.69762,0.69355,0.69743,0.69743,0.69743,0.23264,0.15032,0.12436,0.15735,0.22442,0.45706,0.4673,0.61762,0.30548,0.42984,0.48171,0.63906
35,0,0.50086,0.50043,0.50001,0.33674,0.50086,0.50086,0.50086,0.0032,-0.00032,9e-05,0.00036,0.99434,0.99754,0.99683,0.99651,0.99651,0.9966,0.99634,0.9967
35,1,0.5625,0.69088,0.5632,0.47509,0.5625,0.5625,0.5625,0.04645,0.02687,0.03892,0.06966,0.0587,0.10514,0.13333,0.1602,0.06569,0.10461,0.10894,0.1786
35,2,0.57379,0.68852,0.57445,0.49822,0.57379,0.57379,0.57379,0.05891,0.03521,0.04975,0.08709,0.07001,0.12892,0.1581,0.19331,0.07863,0.12838,0.12886,0.21595
35,3,0.57221,0.69227,0.57154,0.49214,0.57221,0.57221,0.57221,0.24275,0.08271,0.05902,0.03091,0.72702,0.96977,0.90349,0.98621,0.85773,0.91675,0.94756,0.97847
35,4,0.68821,0.70697,0.68847,0.68117,0.68821,0.68821,0.68821,0.2208,0.15752,0.1213,0.16223,0.19661,0.4174,0.41651,0.57403,0.2714,0.3927,0.43333,0.59556
35,5,0.56114,0.69126,0.56185,0.47224,0.56114,0.56114,0.56114,0.05084,0.03682,0.04034,0.07209,0.05328,0.10412,0.1219,0.15873,0.06241,0.10275,0.10366,0.17575
35,6,0.60979,0.69691,0.61035,0.56189,0.60979,0.60979,0.60979,0.09733,0.07116,0.07517,0.12306,0.10066,0.19799,0.22349,0.29465,0.11948,0.19465,0.19878,0.32184
35,7,0.63836,0.70054,0.63883,0.60842,0.63836,0.63836,0.63836,0.13409,0.09986,0.09398,0.14631,0.12918,0.26327,0.28381,0.38367,0.16136,0.25534,0.26626,0.41257
35,8,0.60364,0.69,0.60306,0.55215,0.60364,0.60364,0.60364,0.32899,0.13448,0.09349,0.04954,0.60891,0.9379,0.83683,0.97131,0.77725,0.87074,0.90894,0.95848
35,9,0.65979,0.68918,0.65945,0.64575,0.65979,0.65979,0.65979,0.3872,0.20257,0.15836,0.11971,0.42834,0.81554,0.70032,0.90289,0.59495,0.75331,0.77967,0.89938
36,0,0.66529,0.70556,0.66566,0.64835,0.66529,0.66529,0.66529,0.16625,0.11793,0.10688,0.15588,0.16384,0.33009,0.35365,0.47158,0.21002,0.3169,0.3439,0.49978
36,1,0.6745,0.70688,0.67484,0.66151,0.6745,0.6745,0.6745,0.18644,0.13221,0.1127,0.1611,0.17327,0.3597,0.37524,0.50745,0.22973,0.34243,0.37317,0.53427
36,2,0.62971,0.68647,0.62924,0.59873,0.62971,0.62971,0.62971,0.3849,0.18013,0.12807,0.08754,0.50872,0.89363,0.76635,0.94648,0.69349,0.82156,0.84919,0.93673
36,3,0.53521,0.69069,0.53599,0.41753,0.53521,0.53521,0.53521,0.02455,0.01537,0.02292,0.04039,0.03253,0.05708,0.07365,0.08902,0.0347,0.05762,0.05935,0.09974
36,4,0.62107,0.69863,0.62161,0.58064,0.62107,0.62107,0.62107,0.11608,0.09033,0.08465,0.13569,0.10773,0.22382,0.24,0.33033,0.13344,0.2181,0.22195,0.35765
36,5,0.55414,0.69433,0.55487,0.45714,0.55414,0.55414,0.55414,0.04742,0.03901,0.03724,0.06497,0.04338,0.0908,0.10095,0.13997,0.05215,0.08939,0.08902,0.154
36,6,0.70343,0.70345,0.70342,0.70342,0.70343,0.70343,0.70343,0.30671,0.17733,0.14956,0.14776,0.29208,0.59879,0.57143,0.74876,0.40834,0.55789,0.61301,0.76076
36,7,0.6935,0.69814,0.69337,0.6916,0.6935,0.6935,0.6935,0.35627,0.19965,0.16488,0.15208,0.32933,0.68559,0.61587,0.81552,0.47013,0.63501,0.67195,0.82403
36,8,0.51286,0.68216,0.51368,0.36702,0.51286,0.51286,0.51286,0.01326,0.01446,0.0026,0.00419,0.0099,0.02316,0.02159,0.03605,0.01745,0.02005,0.03008,0.03427
36,9,0.68643,0.7086,0.68671,0.67807,0.68643,0.68643,0.68643,0.21064,0.15059,0.11724,0.15905,0.19118,0.40182,0.40762,0.55821,0.26155,0.37879,0.42114,0.58018
37,0,0.515,0.67598,0.51582,0.37281,0.515,0.515,0.515,0.00932,0.00499,0.00127,0.00277,0.0165,0.02582,0.03492,0.03991,0.02217,0.02344,0.03699,0.03976
37,1,0.59486,0.69267,0.59547,0.53671,0.59486,0.59486,0.59486,0.08269,0.05753,0.06662,0.11071,0.08722,0.16991,0.19556,0.25308,0.10142,0.16804,0.16829,0.279
37,2,0.69336,0.70701,0.69358,0.68837,0.69336,0.69336,0.69336,0.23802,0.17136,0.12378,0.16223,0.20674,0.44476,0.43302,0.60438,0.29193,0.41571,0.46057,0.6228
37,3,0.50357,0.60007,0.50273,0.34332,0.50357,0.50357,0.50357,0.01418,0.00204,0.00428,0.00177,0.98326,0.99744,0.99429,0.99632,0.99035,0.99463,0.99472,0.99649
37,4,0.68036,0.69352,0.68013,0.67466,0.68036,0.68036,0.68036,0.38754,0.21686,0.16215,0.13704,0.36139,0.74892,0.64317,0.86003,0.52576,0.68792,0.72236,0.8594
37,5,0.58736,0.69178,0.58672,0.52152,0.58736,0.58736,0.58736,0.29284,0.11523,0.07497,0.03904,0.66596,0.9588,0.8673,0.98253,0.82119,0.89616,0.9313,0.97034
37,6,0.67007,0.69076,0.66979,0.66065,0.67007,0.67007,0.67007,0.38667,0.20518,0.16467,0.13074,0.39628,0.78295,0.67619,0.88137,0.55841,0.72308,0.75041,0.88115
37,7,0.52879,0.68524,0.52957,0.40405,0.52879,0.52879,0.52879,0.02288,0.01808,0.01821,0.03385,0.0257,0.04858,0.05714,0.07523,0.02977,0.04798,0.04919,0.08304
37,8,0.51686,0.66733,0.51604,0.3751,0.51686,0.51686,0.51686,0.06452,0.01844,0.01804,0.00686,0.93046,0.99498,0.97714,0.99559,0.96366,0.98171,0.98699,0.99385
37,9,0.67879,0.70749,0.6791,0.66752,0.67879,0.67879,0.67879,0.20074,0.1489,0.11546,0.16401,0.17515,0.3759,0.37841,0.52731,0.23979,0.35524,0.3874,0.55141
38,0,0.70343,0.70354,0.70341,0.70337,0.70343,0.70343,0.70343,0.30931,0.1757,0.15085,0.15038,0.29727,0.60658,0.57968,0.75538,0.41449,0.56534,0.61829,0.76867
38,1,0.57343,0.68879,0.5741,0.49744,0.57343,0.57343,0.57343,0.06285,0.04275,0.04981,0.08596,0.06648,0.12933,0.15111,0.19386,0.07781,0.12762,0.12846,0.21441
38,2,0.59557,0.69269,0.59618,0.538,0.59557,0.59557,0.59557,0.0869,0.06501,0.06765,0.11378,0.08557,0.17247,0.19175,0.25676,0.10203,0.16968,0.16829,0.28207
38,3,0.60614,0.69639,0.60672,0.55568,0.60614,0.60614,0.60614,0.10411,0.08612,0.07581,0.12584,0.08958,0.19369,0.2019,0.28803,0.11271,0.18852,0.18699,0.31283
38,4,0.69171,0.70612,0.69194,0.68639,0.69171,0.69171,0.69171,0.24341,0.18321,0.12427,0.16453,0.1992,0.44261,0.41841,0.60162,0.28783,0.41209,0.45366,0.61819
38,5,0.52321,0.67596,0.52241,0.38955,0.52321,0.52321,0.52321,0.08804,0.02569,0.02003,0.00816,0.9057,0.99375,0.96952,0.99522,0.95401,0.97404,0.98415,0.99231
38,6,0.54443,0.69012,0.54518,0.43767,0.54443,0.54443,0.54443,0.03249,0.0196,0.03021,0.05259,0.04078,0.07327,0.09333,0.11293,0.04373,0.07394,0.07439,0.12698
38,7,0.70457,0.70458,0.70458,0.70457,0.70457,0.70457,0.70457,0.32032,0.19988,0.14923,0.15471,0.27416,0.59449,0.54667,0.74655,0.40012,0.54935,0.60122,0.75593
38,8,0.5195,0.67485,0.52031,0.38385,0.5195,0.5195,0.5195,0.01521,0.01152,0.00749,0.01346,0.01933,0.03454,0.04127,0.05279,0.02505,0.03253,0.04146,0.05492
38,9,0.61414,0.69874,0.6147,0.5688,0.61414,0.61414,0.61414,0.10916,0.08904,0.07988,0.13014,0.09877,0.20793,0.22032,0.30936,0.12277,0.20265,0.20488,0.33502
39,0,0.69621,0.70592,0.6964,0.69272,0.69621,0.69621,0.69621,0.24453,0.16458,0.12778,0.16022,0.22207,0.46659,0.46095,0.62553,0.30918,0.43696,0.48455,0.64477
39,1,0.70079,0.70259,0.7007,0.70006,0.70079,0.70079,0.70079,0.34347,0.20308,0.15564,0.14934,0.30882,0.65229,0.59111,0.79419,0.44673,0.60237,0.65163,0.80097
39,2,0.60793,0.69627,0.6085,0.55886,0.60793,0.60793,0.60793,0.10203,0.08064,0.07583,0.1252,0.09453,0.19656,0.21143,0.29207,0.1162,0.19203,0.19268,0.31788
39,3,0.69743,0.70485,0.69759,0.69477,0.69743,0.69743,0.69743,0.26707,0.19153,0.13504,0.16509,0.21971,0.48678,0.4546,0.64613,0.3178,0.45284,0.49593,0.66103
39,4,0.66914,0.69237,0.66884,0.6586,0.66914,0.66914,0.66914,0.40747,0.22303,0.16158,0.12824,0.39085,0.79832,0.67048,0.89351,0.56949,0.73108,0.76016,0.8884
39,5,0.53564,0.68733,0.53487,0.41646,0.53564,0.53564,0.53564,0.12597,0.03502,0.02981,0.01394,0.86327,0.98924,0.95873,0.99375,0.93164,0.96144,0.97683,0.99077
39,6,0.63943,0.68683,0.639,0.61459,0.63943,0.63943,0.63943,0.40594,0.20104,0.13502,0.09501,0.47006,0.876,0.73587,0.93691,0.66496,0.79998,0.83008,0.92509
39,7,0.63393,0.70101,0.63442,0.60109,0.63393,0.63393,0.63393,0.13773,0.11348,0.09215,0.14538,0.11622,0.25395,0.25841,0.3719,0.15212,0.24428,0.25203,0.39741
39,8,0.60936,0.6898,0.6088,0.56242,0.60936,0.60936,0.60936,0.35703,0.15151,0.09967,0.05932,0.57779,0.93482,0.81778,0.96928,0.76165,0.86132,0.89675,0.95606
39,9,0.5785,0.69084,0.57916,0.50664,0.5785,0.5785,0.5785,0.0705,0.05119,0.0552,0.09483,0.06836,0.13886,0.15683,0.20802,0.0815,0.13671,0.13496,0.22979
40,0,0.647,0.70176,0.64745,0.62171,0.647,0.647,0.647,0.14831,0.11442,0.09912,0.15273,0.1372,0.28551,0.29905,0.41346,0.17594,0.27506,0.28862,0.44134
40,1,0.67157,0.70643,0.67192,0.65737,0.67157,0.67157,0.67157,0.19069,0.14562,0.11231,0.16175,0.16266,0.35335,0.35429,0.49991,0.22234,0.33465,0.3622,0.52395
40,2,0.67757,0.70662,0.67789,0.66607,0.67757,0.67757,0.67757,0.20569,0.15933,0.11536,0.16484,0.1702,0.3759,0.36762,0.52694,0.23835,0.35371,0.38415,0.54899
40,3,0.58336,0.68968,0.584,0.51629,0.58336,0.58336,0.58336,0.08382,0.07022,0.06441,0.10844,0.06836,0.15218,0.15619,0.22641,0.08479,0.14919,0.14024,0.24868
40,4,0.69714,0.70379,0.6973,0.69476,0.69714,0.69714,0.69714,0.27472,0.20069,0.13903,0.1715,0.21924,0.49395,0.45206,0.65275,0.32006,0.45909,0.49634,0.66784
40,5,0.68343,0.70895,0.68373,0.67368,0.68343,0.68343,0.68343,0.21852,0.17177,0.11817,0.16585,0.17397,0.3925,0.37651,0.54828,0.24923,0.3674,0.40203,0.56788
40,6,0.6625,0.69059,0.66217,0.64931,0.6625,0.6625,0.6625,0.40417,0.21336,0.15583,0.12036,0.41136,0.81554,0.68952,0.90289,0.59146,0.74729,0.77683,0.89719
40,7,0.63171,0.70024,0.63221,0.59775,0.63171,0.63171,0.63171,0.1369,0.11495,0.09223,0.14701,0.11315,0.25005,0.25143,0.36638,0.14843,0.24066,0.24512,0.39214
40,8,0.5255,0.67968,0.5247,0.39444,0.5255,0.5255,0.5255,0.09633,0.02842,0.02184,0.01001,0.89722,0.99354,0.96698,0.9954,0.95011,0.97196,0.98252,0.99253
40,9,0.67514,0.70717,0.67548,0.66234,0.67514,0.67514,0.67514,0.1963,0.15016,0.1133,0.16583,0.16761,0.36391,0.36317,0.51333,0.23055,0.34385,0.37195,0.53779
41,0,0.50421,0.61109,0.50337,0.34484,0.50421,0.50421,0.50421,0.01643,0.00267,0.0056,0.00218,0.98091,0.99734,0.99365,0.99632,0.98871,0.9943,0.99431,0.99649
41,1,0.52221,0.67469,0.52141,0.38733,0.52221,0.52221,0.52221,0.08448,0.02442,0.01916,0.00798,0.90948,0.99395,0.97079,0.99522,0.95586,0.97502,0.98455,0.99253
41,2,0.53521,0.6871,0.53444,0.41554,0.53521,0.53521,0.53521,0.12543,0.0352,0.02974,0.01416,0.86422,0.98965,0.95873,0.99393,0.93225,0.96199,0.97683,0.99099
41,3,0.50843,0.67855,0.50926,0.35642,0.50843,0.50843,0.50843,0.01006,0.01168,0.00504,0.00944,0.00613,0.01619,0.01333,0.02501,0.00985,0.0149,0.01626,0.0257
41,4,0.70393,0.70431,0.70396,0.70381,0.70393,0.70393,0.70393,0.32078,0.21428,0.14481,0.15724,0.25578,0.57655,0.51683,0.7311,0.38493,0.52974,0.58089,0.73814
41,5,0.64257,0.68734,0.64215,0.61946,0.64257,0.64257,0.64257,0.41659,0.21108,0.13969,0.09969,0.45521,0.8718,0.72381,0.93489,0.65449,0.79417,0.82276,0.92245
41,6,0.59464,0.69032,0.59403,0.53562,0.59464,0.59464,0.59464,0.31713,0.13059,0.08212,0.04684,0.63461,0.95173,0.84825,0.97885,0.80209,0.88422,0.91911,0.96595
41,7,0.59614,0.68957,0.59554,0.53866,0.59614,0.59614,0.59614,0.33037,0.1403,0.08494,0.0494,0.62188,0.95224,0.83873,0.97903,0.79676,0.8817,0.91545,0.96485
41,8,0.69536,0.6989,0.69524,0.69391,0.69536,0.69536,0.69536,0.36073,0.21064,0.16173,0.15356,0.31636,0.67709,0.59937,0.81001,0.46233,0.62406,0.66301,0.81656
41,9,0.59093,0.69182,0.59155,0.52977,0.59093,0.59093,0.59093,0.08676,0.06803,0.06757,0.11305,0.07803,0.16479,0.17714,0.24517,0.09444,0.16201,0.1565,0.26955
42,0,0.63321,0.70134,0.63371,0.59981,0.63321,0.63321,0.63321,0.12911,0.10098,0.0894,0.14308,0.12023,0.24933,0.2654,0.36638,0.15192,0.24132,0.25081,0.39389
42,1,0.55043,0.69143,0.55116,0.4501,0.55043,0.55043,0.55043,0.03836,0.02689,0.03297,0.05809,0.04526,0.08362,0.10222,0.12912,0.0505,0.08347,0.08537,0.14345
42,2,0.57414,0.68889,0.57481,0.4988,0.57414,0.57414,0.57414,0.0672,0.05087,0.05188,0.09069,0.06459,0.13179,0.14667,0.19754,0.0776,0.12948,0.12724,0.21793
42,3,0.56829,0.69267,0.5676,0.48422,0.56829,0.56829,0.56829,0.24078,0.08539,0.05598,0.02882,0.73503,0.97581,0.90413,0.98952,0.86635,0.92234,0.95163,0.98045
42,4,0.64471,0.70128,0.64517,0.61828,0.64471,0.64471,0.64471,0.15765,0.13261,0.10029,0.15283,0.12612,0.28377,0.2781,0.4107,0.1706,0.27089,0.28171,0.43453
42,5,0.63957,0.68709,0.63914,0.61471,0.63957,0.63957,0.63957,0.41764,0.21205,0.13556,0.0967,0.46205,0.87969,0.72762,0.93967,0.66475,0.80031,0.82927,0.92597
42,6,0.63321,0.68615,0.63276,0.60468,0.63321,0.63321,0.63321,0.4072,0.20061,0.12842,0.08752,0.48397,0.89117,0.74476,0.94537,0.68405,0.81247,0.8435,0.93102
42,7,0.67179,0.69064,0.67151,0.66325,0.67179,0.67179,0.67179,0.41085,0.2273,0.16399,0.13385,0.37199,0.78284,0.65333,0.88063,0.55143,0.71541,0.74268,0.87654
42,8,0.553,0.6924,0.55227,0.453,0.553,0.553,0.553,0.18302,0.0563,0.04503,0.02071,0.79915,0.98217,0.93524,0.99154,0.89735,0.94238,0.96545,0.98616
42,9,0.56643,0.69244,0.56573,0.48057,0.56643,0.56643,0.56643,0.23237,0.08094,0.05312,0.0266,0.74375,0.97612,0.90857,0.98952,0.87107,0.9242,0.95407,0.98067
43,0,0.62221,0.68704,0.62171,0.58584,0.62221,0.62221,0.62221,0.3827,0.17054,0.11866,0.07566,0.52876,0.91146,0.78476,0.95531,0.71813,0.83678,0.86789,0.94354
43,1,0.69086,0.69828,0.69069,0.68782,0.69086,0.69086,0.69086,0.38324,0.21982,0.16314,0.14529,0.33074,0.71398,0.61778,0.83759,0.49148,0.65462,0.6939,0.83919
43,2,0.58979,0.69108,0.59041,0.52789,0.58979,0.58979,0.58979,0.0864,0.06963,0.06664,0.11285,0.07685,0.16325,0.17333,0.24296,0.09362,0.16026,0.15407,0.26692
43,3,0.5245,0.6786,0.5237,0.39224,0.5245,0.5245,0.5245,0.09344,0.02633,0.02161,0.0092,0.90052,0.99395,0.96889,0.99522,0.95155,0.97316,0.98333,0.99253
43,4,0.65971,0.70247,0.66011,0.64108,0.65971,0.65971,0.65971,0.1846,0.15641,0.10876,0.16253,0.14262,0.32722,0.30984,0.46625,0.20037,0.30912,0.32561,0.48814
43,5,0.69557,0.69903,0.69546,0.69416,0.69557,0.69557,0.69557,0.36805,0.21973,0.16084,0.1533,0.31047,0.67852,0.59175,0.81148,0.46212,0.62296,0.6626,0.81591
43,6,0.69129,0.70742,0.69152,0.68533,0.69129,0.69129,0.69129,0.24277,0.18883,0.12159,0.16394,0.19236,0.43513,0.40635,0.59518,0.28228,0.40388,0.44634,0.61028
43,7,0.61457,0.68919,0.61403,0.57181,0.61457,0.61457,0.61457,0.38213,0.16962,0.10848,0.06593,0.5488,0.93093,0.79746,0.96708,0.74441,0.85289,0.88618,0.95211
43,8,0.69386,0.70512,0.69406,0.68973,0.69386,0.69386,0.69386,0.2558,0.19054,0.12744,0.16459,0.20556,0.46137,0.42984,0.62038,0.30076,0.4282,0.47073,0.63533
43,9,0.55414,0.69215,0.55341,0.45545,0.55414,0.55414,0.55414,0.18813,0.05866,0.04533,0.02087,0.79373,0.98186,0.9327,0.99136,0.8953,0.94063,0.96463,0.9855
44,0,0.66279,0.69038,0.66246,0.64983,0.66279,0.66279,0.66279,0.40429,0.2158,0.15751,0.12276,0.40971,0.814,0.68635,0.90215,0.58879,0.7463,0.77398,0.89675
44,1,0.59171,0.69172,0.59233,0.53125,0.59171,0.59171,0.59171,0.08654,0.06852,0.06736,0.11281,0.07968,0.16622,0.17905,0.24756,0.09608,0.16344,0.15894,0.27175
44,2,0.70429,0.70604,0.70436,0.7037,0.70429,0.70429,0.70429,0.30389,0.21021,0.14376,0.16144,0.24305,0.54694,0.49587,0.70609,0.36112,0.50487,0.55407,0.71551
44,3,0.5925,0.69071,0.59188,0.53152,0.5925,0.5925,0.5925,0.3226,0.13335,0.07862,0.04513,0.63508,0.95768,0.84825,0.98161,0.80866,0.88728,0.92236,0.96749
44,4,0.59279,0.69173,0.5934,0.53322,0.59279,0.59279,0.59279,0.09337,0.07893,0.06968,0.11554,0.07685,0.17022,0.17397,0.2529,0.09649,0.16617,0.16016,0.2757
44,5,0.54664,0.69134,0.5459,0.43976,0.54664,0.54664,0.54664,0.16208,0.0477,0.03775,0.01884,0.82296,0.98504,0.94476,0.99246,0.91131,0.94906,0.96951,0.98836
44,6,0.59314,0.69303,0.59376,0.53344,0.59314,0.59314,0.59314,0.08927,0.07138,0.06766,0.11219,0.07921,0.16848,0.17968,0.25106,0.09731,0.16497,0.1622,0.27438
44,7,0.68907,0.69754,0.68889,0.68557,0.68907,0.68907,0.68907,0.39636,0.23117,0.16441,0.14609,0.32838,0.72474,0.61397,0.84514,0.49743,0.66185,0.69837,0.84446
44,8,0.66871,0.69267,0.66841,0.65784,0.66871,0.66871,0.66871,0.4098,0.22251,0.1608,0.12903,0.3918,0.8016,0.67302,0.89553,0.57257,0.73338,0.76179,0.89082
44,9,0.51586,0.67899,0.51667,0.37458,0.51586,0.51586,0.51586,0.01766,0.02112,0.00762,0.01355,0.01155,0.02921,0.02413,0.04525,0.01889,0.02651,0.03171,0.04525
45,0,0.69307,0.70723,0.69329,0.68789,0.69307,0.69307,0.69307,0.24049,0.17788,0.1209,0.16078,0.20273,0.44323,0.4254,0.60327,0.29152,0.41242,0.45894,0.61973
45,1,0.65314,0.70299,0.65357,0.63083,0.65314,0.65314,0.65314,0.16621,0.13787,0.10287,0.15542,0.13744,0.30365,0.29968,0.43756,0.1862,0.28908,0.30569,0.46112
45,2,0.70414,0.70416,0.70415,0.70414,0.70414,0.70414,0.70414,0.33188,0.21843,0.14888,0.15778,0.26568,0.59756,0.53143,0.74986,0.39992,0.5488,0.59837,0.75615
45,3,0.60929,0.69111,0.60872,0.56181,0.60929,0.60929,0.60929,0.36953,0.15926,0.09652,0.0586,0.57072,0.94025,0.81333,0.9726,0.76535,0.86187,0.89878,0.95738
45,4,0.58086,0.69408,0.5802,0.50843,0.58086,0.58086,0.58086,0.28467,0.10549,0.06992,0.03766,0.68458,0.96926,0.88127,0.98676,0.83741,0.90733,0.93862,0.97627
