round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.49757,0.49338,0.49694,0.41908,0.49757,0.49757,0.49757
2,0.48286,0.48063,0.48317,0.46554,0.48286,0.48286,0.48286
3,0.49964,0.45013,0.4988,0.33744,0.49964,0.49964,0.49964
4,0.4965,0.4963,0.49682,0.47812,0.4965,0.4965,0.4965
5,0.50079,0.49486,0.49993,0.33646,0.50079,0.50079,0.50079
6,0.50086,0.50107,0.50103,0.49589,0.50086,0.50086,0.50086
7,0.5035,0.67595,0.50435,0.34414,0.5035,0.5035,0.5035
8,0.50979,0.6805,0.51062,0.35965,0.50979,0.50979,0.50979
9,0.50036,0.44727,0.4995,0.33514,0.50036,0.50036,0.50036
10,0.518,0.55862,0.51871,0.41962,0.518,0.518,0.518
11,0.51093,0.67232,0.51176,0.36309,0.51093,0.51093,0.51093
12,0.51186,0.53012,0.51251,0.42875,0.51186,0.51186,0.51186
13,0.51279,0.52834,0.51341,0.43928,0.51279,0.51279,0.51279
14,0.50064,0.35038,0.49979,0.33375,0.50064,0.50064,0.50064
15,0.50536,0.50865,0.50478,0.4428,0.50536,0.50536,0.50536
16,0.50036,0.44727,0.4995,0.33514,0.50036,0.50036,0.50036
17,0.50071,0.37539,0.49986,0.33378,0.50071,0.50071,0.50071
18,0.50021,0.39313,0.49936,0.33419,0.50021,0.50021,0.50021
19,0.50086,0.50043,0.5,0.33384,0.50086,0.50086,0.50086
20,0.52121,0.59771,0.52197,0.40668,0.52121,0.52121,0.52121
21,0.5005,0.36145,0.49964,0.33381,0.5005,0.5005,0.5005
22,0.50014,0.344,0.49929,0.33378,0.50014,0.50014,0.50014
23,0.50086,0.25043,0.5,0.33371,0.50086,0.50086,0.50086
24,0.509,0.67809,0.50983,0.35786,0.509,0.509,0.509
25,0.50071,0.25039,0.49986,0.33365,0.50071,0.50071,0.50071
26,0.50071,0.25039,0.49986,0.33365,0.50071,0.50071,0.50071
27,0.5005,0.25034,0.49964,0.33356,0.5005,0.5005,0.5005
28,0.51371,0.51853,0.51326,0.47621,0.51371,0.51371,0.51371
29,0.51314,0.51357,0.51296,0.5075,0.51314,0.51314,0.51314
30,0.5005,0.25034,0.49964,0.33356,0.5005,0.5005,0.5005
31,0.50057,0.33369,0.49972,0.33371,0.50057,0.50057,0.50057
32,0.50986,0.6759,0.51069,0.36014,0.50986,0.50986,0.50986
33,0.52357,0.67486,0.52437,0.39357,0.52357,0.52357,0.52357
34,0.57371,0.57432,0.57363,0.57268,0.57371,0.57371,0.57371
35,0.50279,0.55092,0.50195,0.34466,0.50279,0.50279,0.50279
36,0.50036,0.43549,0.4995,0.33476,0.50036,0.50036,0.50036
37,0.50064,0.35038,0.49979,0.33375,0.50064,0.50064,0.50064
38,0.59707,0.60376,0.59729,0.59077,0.59707,0.59707,0.59707
39,0.57086,0.64145,0.57146,0.51061,0.57086,0.57086,0.57086
40,0.50007,0.43316,0.49922,0.33526,0.50007,0.50007,0.50007
41,0.506,0.57612,0.50517,0.35522,0.506,0.506,0.506
42,0.50664,0.57555,0.50582,0.35797,0.50664,0.50664,0.50664
43,0.50986,0.68257,0.51069,0.35968,0.50986,0.50986,0.50986
44,0.50821,0.68753,0.50905,0.35537,0.50821,0.50821,0.50821
45,0.50921,0.68476,0.51005,0.35797,0.50921,0.50921,0.50921
46,0.61093,0.61196,0.61084,0.60992,0.61093,0.61093,0.61093
47,0.50064,0.41704,0.49979,0.334,0.50064,0.50064,0.50064
48,0.5005,0.45724,0.49965,0.33508,0.5005,0.5005,0.5005
49,0.52286,0.68612,0.52366,0.39029,0.52286,0.52286,0.52286
50,0.57207,0.67442,0.57273,0.49944,0.57207,0.57207,0.57207
