round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.49921,0.58292,0.50007,0.33324,0.49921,0.49921,0.49921
2,0.48864,0.47127,0.48932,0.39382,0.48864,0.48864,0.48864
3,0.46564,0.4616,0.46593,0.4503,0.46564,0.46564,0.46564
4,0.45714,0.45414,0.45693,0.44863,0.45714,0.45714,0.45714
5,0.46529,0.45122,0.46483,0.4249,0.46529,0.46529,0.46529
6,0.45314,0.45165,0.453,0.44922,0.45314,0.45314,0.45314
7,0.4545,0.45444,0.45454,0.45421,0.4545,0.4545,0.4545
8,0.48143,0.44004,0.48072,0.37496,0.48143,0.48143,0.48143
9,0.456,0.45196,0.45626,0.4437,0.456,0.456,0.456
10,0.4665,0.45127,0.46699,0.42003,0.4665,0.4665,0.4665
11,0.48214,0.45885,0.4828,0.39444,0.48214,0.48214,0.48214
12,0.45921,0.45847,0.45934,0.45642,0.45921,0.45921,0.45921
13,0.47221,0.45782,0.47272,0.4214,0.47221,0.47221,0.47221
14,0.45757,0.45603,0.45774,0.45233,0.45757,0.45757,0.45757
15,0.46014,0.45686,0.46039,0.44901,0.46014,0.46014,0.46014
16,0.47629,0.45694,0.47687,0.40816,0.47629,0.47629,0.47629
17,0.49643,0.48987,0.49716,0.3866,0.49643,0.49643,0.49643
18,0.49964,0.43267,0.49879,0.33607,0.49964,0.49964,0.49964
19,0.46707,0.46103,0.46742,0.44448,0.46707,0.46707,0.46707
20,0.4575,0.45744,0.45754,0.4572,0.4575,0.4575,0.4575
21,0.49814,0.42435,0.4973,0.33799,0.49814,0.49814,0.49814
22,0.4575,0.45695,0.45741,0.45599,0.4575,0.4575,0.4575
23,0.45757,0.45746,0.45763,0.45706,0.45757,0.45757,0.45757
24,0.45479,0.45211,0.455,0.44658,0.45479,0.45479,0.45479
25,0.47121,0.46004,0.47168,0.42999,0.47121,0.47121,0.47121
26,0.4565,0.45637,0.45646,0.45618,0.4565,0.4565,0.4565
27,0.47043,0.44379,0.46984,0.40061,0.47043,0.47043,0.47043
28,0.47143,0.44266,0.47083,0.39702,0.47143,0.47143,0.47143
29,0.45836,0.45451,0.45861,0.446,0.45836,0.45836,0.45836
30,0.4715,0.45039,0.47207,0.40707,0.4715,0.4715,0.4715
31,0.45236,0.45217,0.45242,0.45169,0.45236,0.45236,0.45236
32,0.45893,0.44575,0.45851,0.42487,0.45893,0.45893,0.45893
33,0.45807,0.447,0.45769,0.42908,0.45807,0.45807,0.45807
34,0.50893,0.67245,0.50976,0.35806,0.50893,0.50893,0.50893
35,0.46693,0.46066,0.46728,0.44373,0.46693,0.46693,0.46693
36,0.46736,0.46416,0.46762,0.45433,0.46736,0.46736,0.46736
37,0.46571,0.46563,0.46577,0.46522,0.46571,0.46571,0.46571
38,0.47243,0.46546,0.47205,0.44578,0.47243,0.47243,0.47243
39,0.46686,0.46219,0.46657,0.4508,0.46686,0.46686,0.46686
40,0.47843,0.46561,0.47896,0.42269,0.47843,0.47843,0.47843
41,0.46443,0.46376,0.46456,0.46154,0.46443,0.46443,0.46443
42,0.48271,0.46411,0.48334,0.40313,0.48271,0.48271,0.48271
43,0.46479,0.45609,0.46441,0.43795,0.46479,0.46479,0.46479
44,0.476,0.44133,0.47535,0.38671,0.476,0.476,0.476
45,0.47214,0.45352,0.47269,0.4118,0.47214,0.47214,0.47214
46,0.45436,0.45067,0.45413,0.44448,0.45436,0.45436,0.45436
47,0.46464,0.45576,0.46504,0.43527,0.46464,0.46464,0.46464
48,0.48293,0.44078,0.48221,0.37277,0.48293,0.48293,0.48293
49,0.46764,0.45188,0.46814,0.41884,0.46764,0.46764,0.46764
50,0.46571,0.45586,0.46613,0.43298,0.46571,0.46571,0.46571
