round,accuracy,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1
1,0.48736,0.48465,0.48702,0.46661,0.48736,0.48736,0.48736
2,0.49107,0.32049,0.49024,0.33278,0.49107,0.49107,0.49107
3,0.49257,0.31933,0.49173,0.33286,0.49257,0.49257,0.49257
4,0.50086,0.50043,0.5,0.33384,0.50086,0.50086,0.50086
5,0.50264,0.58378,0.50348,0.34664,0.50264,0.50264,0.50264
6,0.50079,0.41708,0.49993,0.33381,0.50079,0.50079,0.50079
7,0.49936,0.60677,0.50021,0.33368,0.49936,0.49936,0.49936
8,0.48793,0.48176,0.48845,0.43657,0.48793,0.48793,0.48793
9,0.48321,0.46288,0.48259,0.40368,0.48321,0.48321,0.48321
10,0.50021,0.61348,0.50107,0.33645,0.50021,0.50021,0.50021
11,0.4735,0.46908,0.47384,0.45264,0.4735,0.4735,0.4735
12,0.50321,0.60461,0.50405,0.34679,0.50321,0.50321,0.50321
13,0.50071,0.41706,0.49986,0.3339,0.50071,0.50071,0.50071
14,0.49836,0.33471,0.49751,0.33374,0.49836,0.49836,0.49836
15,0.48336,0.46804,0.48278,0.41567,0.48336,0.48336,0.48336
16,0.49114,0.31903,0.49031,0.33269,0.49114,0.49114,0.49114
17,0.50086,0.50043,0.5,0.33384,0.50086,0.50086,0.50086
18,0.50079,0.41708,0.49993,0.33381,0.50079,0.50079,0.50079
19,0.49857,0.33986,0.49772,0.33383,0.49857,0.49857,0.49857
20,0.50079,0.41708,0.49993,0.33381,0.50079,0.50079,0.50079
21,0.50086,0.50043,0.5,0.33384,0.50086,0.50086,0.50086
22,0.48886,0.48846,0.48905,0.48231,0.48886,0.48886,0.48886
23,0.49486,0.49452,0.4947,0.4905,0.49486,0.49486,0.49486
24,0.49071,0.48465,0.49128,0.42944,0.49071,0.49071,0.49071
25,0.50079,0.41708,0.49993,0.33381,0.50079,0.50079,0.50079
26,0.49286,0.48429,0.49351,0.40606,0.49286,0.49286,0.49286
27,0.49629,0.45381,0.49547,0.34895,0.49629,0.49629,0.49629
28,0.50064,0.35038,0.49979,0.33375,0.50064,0.50064,0.50064
29,0.49936,0.56781,0.50021,0.33393,0.49936,0.49936,0.49936
30,0.50086,0.50043,0.5,0.33384,0.50086,0.50086,0.50086
31,0.50064,0.35038,0.49979,0.33375,0.50064,0.50064,0.50064
32,0.50086,0.50043,0.5,0.33384,0.50086,0.50086,0.50086
33,0.49171,0.37781,0.49089,0.33801,0.49171,0.49171,0.49171
34,0.51436,0.6023,0.51515,0.38355,0.51436,0.51436,0.51436
35,0.49514,0.32355,0.4943,0.33329,0.49514,0.49514,0.49514
36,0.50064,0.39323,0.49979,0.33387,0.50064,0.50064,0.50064
37,0.50014,0.41096,0.49929,0.33454,0.50014,0.50014,0.50014
38,0.5,0.60693,0.50085,0.33586,0.5,0.5,0.5
39,0.52364,0.54245,0.5242,0.46664,0.52364,0.52364,0.52364
40,0.49936,0.60677,0.50021,0.33368,0.49936,0.49936,0.49936
41,0.50071,0.37539,0.49986,0.33378,0.50071,0.50071,0.50071
42,0.49993,0.60977,0.50078,0.33557,0.49993,0.49993,0.49993
43,0.49936,0.60677,0.50021,0.33368,0.49936,0.49936,0.49936
44,0.49936,0.60677,0.50021,0.33368,0.49936,0.49936,0.49936
45,0.53586,0.53776,0.53604,0.53061,0.53586,0.53586,0.53586
46,0.50029,0.40938,0.49943,0.33435,0.50029,0.50029,0.50029
47,0.51621,0.53053,0.51562,0.44852,0.51621,0.51621,0.51621
48,0.53836,0.53838,0.53833,0.53818,0.53836,0.53836,0.53836
49,0.53521,0.53561,0.5353,0.53422,0.53521,0.53521,0.53521
50,0.5235,0.60414,0.52425,0.41098,0.5235,0.5235,0.5235
